kind,id,payload
employee,E0153,"{""employee_id"":""E0153"",""full_name"":""Yerzhan Kaliyev"",""department"":""Sales"",""role"":""Sales Manager"",""grade"":""Middle"",""manager_id"":""E0169"",""hire_date"":""2022-10-17"",""tenure_months"":47,""work_format"":""office"",""preferred_language"":""ru"",""career_goal"":{""target_role"":""Sales Manager"",""target_grade"":""Senior""},""skills"":{""SK_ACCOUNT_MGMT"":1,""SK_ADAPTABILITY"":2,""SK_COMMUNICATION"":2,""SK_CONFLICT_RESOLUTION"":2,""SK_CRITICAL_THINKING"":3,""SK_CRM"":4,""SK_EMOTIONAL_INTELLIGENCE"":3,""SK_FEEDBACK"":3,""SK_HR_ANALYTICS"":2,""SK_LEADERSHIP"":1,""SK_MENTORING"":2,""SK_NEGOTIATION"":4,""SK_PROBLEM_SOLVING"":2,""SK_PRODUCT_KNOWLEDGE"":3,""SK_PROSPECTING"":2,""SK_PUBLIC_SPEAKING"":2,""SK_STAKEHOLDER_MGMT"":2,""SK_TEAMWORK"":2,""SK_TIME_MANAGEMENT"":1,""SK_WRITTEN_COMMUNICATION"":2},""last_review_date"":""2026-08-10""}"
employee,E0154,"{""employee_id"":""E0154"",""full_name"":""Elena Novikova"",""department"":""Frontend Development"",""role"":""Frontend Engineer"",""grade"":""Middle"",""manager_id"":""E0006"",""hire_date"":""2023-08-16"",""tenure_months"":37,""work_format"":""office"",""preferred_language"":""ru"",""career_goal"":{""target_role"":""Frontend Engineer"",""target_grade"":""Senior""},""skills"":{""SK_ACCESSIBILITY"":2,""SK_ADAPTABILITY"":2,""SK_API_DESIGN"":0,""SK_CICD"":1,""SK_COMMUNICATION"":3,""SK_CONFLICT_RESOLUTION"":3,""SK_CRITICAL_THINKING"":2,""SK_EMOTIONAL_INTELLIGENCE"":1,""SK_FEEDBACK"":2,""SK_HTML_CSS"":2,""SK_JAVASCRIPT"":3,""SK_LEADERSHIP"":0,""SK_MENTORING"":0,""SK_PROBLEM_SOLVING"":4,""SK_PUBLIC_SPEAKING"":0,""SK_REACT"":2,""SK_STAKEHOLDER_MGMT"":1,""SK_TEAMWORK"":2,""SK_TIME_MANAGEMENT"":1,""SK_TYPESCRIPT"":4,""SK_WEB_PERFORMANCE"":1,""SK_WRITTEN_COMMUNICATION"":1},""last_review_date"":""2026-01-16""}"
employee,E0155,"{""employee_id"":""E0155"",""full_name"":""Indira Zhaksylykova"",""department"":""Backend Development"",""role"":""Backend Engineer"",""grade"":""Middle"",""manager_id"":""E0050"",""hire_date"":""2023-06-19"",""tenure_months"":39,""work_format"":""hybrid"",""preferred_language"":""kk"",""career_goal"":{""target_role"":""Backend Engineer"",""target_grade"":""Senior""},""skills"":{""SK_ADAPTABILITY"":1,""SK_API_DESIGN"":3,""SK_APP_SECURITY"":3,""SK_CICD"":1,""SK_CLOUD"":3,""SK_COMMUNICATION"":4,""SK_CONFLICT_RESOLUTION"":2,""SK_CONTAINERS"":2,""SK_CRITICAL_THINKING"":1,""SK_EMOTIONAL_INTELLIGENCE"":1,""SK_FEEDBACK"":3,""SK_LEADERSHIP"":2,""SK_MENTORING"":0,""SK_ML_BASICS"":1,""SK_OBSERVABILITY"":2,""SK_PROBLEM_SOLVING"":4,""SK_PUBLIC_SPEAKING"":1,""SK_PYTHON"":2,""SK_SQL"":2,""SK_STAKEHOLDER_MGMT"":0,""SK_SYSTEM_DESIGN"":3,""SK_TEAMWORK"":3,""SK_TIME_MANAGEMENT"":3,""SK_WRITTEN_COMMUNICATION"":2},""last_review_date"":""2026-08-31""}"
employee,E0156,"{""employee_id"":""E0156"",""full_name"":""Madi Baimukhanov"",""department"":""Quality Assurance"",""role"":""QA Engineer"",""grade"":""Junior"",""manager_id"":""E0063"",""hire_date"":""2026-01-20"",""tenure_months"":8,""work_format"":""hybrid"",""preferred_language"":""kk"",""career_goal"":{""target_role"":""QA Engineer"",""target_grade"":""Middle""},""skills"":{""SK_ADAPTABILITY"":1,""SK_API_TESTING"":1,""SK_CICD"":0,""SK_COMMUNICATION"":2,""SK_CONFLICT_RESOLUTION"":3,""SK_CRITICAL_THINKING"":2,""SK_DATA_VIZ"":2,""SK_EMOTIONAL_INTELLIGENCE"":2,""SK_FEEDBACK"":2,""SK_JAVA"":1,""SK_LEADERSHIP"":1,""SK_LOAD_TESTING"":1,""SK_MENTORING"":0,""SK_PROBLEM_SOLVING"":1,""SK_PRODUCT_KNOWLEDGE"":2,""SK_PUBLIC_SPEAKING"":1,""SK_SQL"":0,""SK_STAKEHOLDER_MGMT"":2,""SK_TEAMWORK"":2,""SK_TEST_AUTOMATION"":2,""SK_TEST_DESIGN"":2,""SK_TIME_MANAGEMENT"":3,""SK_WRITTEN_COMMUNICATION"":2},""last_review_date"":""2026-03-05""}"
employee,E0157,"{""employee_id"":""E0157"",""full_name"":""Andrey Morozov"",""department"":""Quality Assurance"",""role"":""QA Engineer"",""grade"":""Junior"",""manager_id"":""E0179"",""hire_date"":""2025-10-13"",""tenure_months"":11,""work_format"":""remote"",""preferred_language"":""kk"",""career_goal"":{""target_role"":""QA Engineer"",""target_grade"":""Middle""},""skills"":{""SK_ADAPTABILITY"":1,""SK_API_TESTING"":1,""SK_CICD"":1,""SK_COMMUNICATION"":0,""SK_CONFLICT_RESOLUTION"":3,""SK_CRITICAL_THINKING"":2,""SK_EMOTIONAL_INTELLIGENCE"":1,""SK_FEEDBACK"":3,""SK_JAVA"":1,""SK_LEADERSHIP"":1,""SK_LOAD_TESTING"":1,""SK_MENTORING"":1,""SK_PROBLEM_SOLVING"":2,""SK_PUBLIC_SPEAKING"":3,""SK_SQL"":0,""SK_STAKEHOLDER_MGMT"":2,""SK_TALENT_ACQUISITION"":1,""SK_TEAMWORK"":0,""SK_TEST_AUTOMATION"":0,""SK_TEST_DESIGN"":2,""SK_TIME_MANAGEMENT"":3,""SK_WRITTEN_COMMUNICATION"":2},""last_review_date"":""2026-07-27""}"
employee,E0158,"{""employee_id"":""E0158"",""full_name"":""Artem Volkov"",""department"":""Sales"",""role"":""Sales Manager"",""grade"":""Senior"",""manager_id"":""E0148"",""hire_date"":""2018-08-27"",""tenure_months"":97,""work_format"":""office"",""preferred_language"":""kk"",""career_goal"":{""target_role"":""Sales Manager"",""target_grade"":""Lead""},""skills"":{""SK_ACCESSIBILITY"":2,""SK_ACCOUNT_MGMT"":4,""SK_ADAPTABILITY"":1,""SK_COMMUNICATION"":4,""SK_CONFLICT_RESOLUTION"":1,""SK_CRITICAL_THINKING"":1,""SK_CRM"":4,""SK_EMOTIONAL_INTELLIGENCE"":3,""SK_FEEDBACK"":3,""SK_LEADERSHIP"":1,""SK_MENTORING"":2,""SK_NEGOTIATION"":5,""SK_PROBLEM_SOLVING"":3,""SK_PRODUCT_KNOWLEDGE"":5,""SK_PROSPECTING"":5,""SK_PUBLIC_SPEAKING"":1,""SK_STAKEHOLDER_MGMT"":3,""SK_TEAMWORK"":1,""SK_TIME_MANAGEMENT"":3,""SK_WRITTEN_COMMUNICATION"":2},""last_review_date"":""2026-03-05""}"
employee,E0159,"{""employee_id"":""E0159"",""full_name"":""Azamat Temirkhanov"",""department"":""Sales"",""role"":""Sales Manager"",""grade"":""Junior"",""manager_id"":""E0148"",""hire_date"":""2026-05-15"",""tenure_months"":4,""work_format"":""hybrid"",""preferred_language"":""ru"",""career_goal"":null,""skills"":{""SK_ACCOUNT_MGMT"":2,""SK_ADAPTABILITY"":2,""SK_COMMUNICATION"":3,""SK_CONFLICT_RESOLUTION"":2,""SK_CRITICAL_THINKING"":3,""SK_CRM"":2,""SK_EMOTIONAL_INTELLIGENCE"":3,""SK_FEEDBACK"":3,""SK_LEADERSHIP"":1,""SK_MENTORING"":0,""SK_NEGOTIATION"":2,""SK_PROBLEM_SOLVING"":1,""SK_PRODUCT_KNOWLEDGE"":3,""SK_PROSPECTING"":3,""SK_PUBLIC_SPEAKING"":2,""SK_PYTHON"":1,""SK_STAKEHOLDER_MGMT"":1,""SK_TEAMWORK"":3,""SK_TEST_AUTOMATION"":1,""SK_TIME_MANAGEMENT"":1,""SK_WRITTEN_COMMUNICATION"":2},""last_review_date"":""2026-08-06""}"
employee,E0160,"{""employee_id"":""E0160"",""full_name"":""Zhandos Mukanov"",""department"":""Customer Support"",""role"":""Customer Support Specialist"",""grade"":""Junior"",""manager_id"":""E0035"",""hire_date"":""2024-11-13"",""tenure_months"":22,""work_format"":""hybrid"",""preferred_language"":""ru"",""career_goal"":{""target_role"":""Customer Support Specialist"",""target_grade"":""Middle""},""skills"":{""SK_ADAPTABILITY"":1,""SK_COMMUNICATION"":2,""SK_CONFLICT_RESOLUTION"":1,""SK_CRITICAL_THINKING"":2,""SK_CRM"":1,""SK_CUSTOMER_SERVICE"":0,""SK_EMOTIONAL_INTELLIGENCE"":2,""SK_FEEDBACK"":1,""SK_LEADERSHIP"":2,""SK_MENTORING"":2,""SK_PROBLEM_SOLVING"":1,""SK_PRODUCT_KNOWLEDGE"":2,""SK_PUBLIC_SPEAKING"":3,""SK_STAKEHOLDER_MGMT"":1,""SK_TEAMWORK"":1,""SK_TIME_MANAGEMENT"":1,""SK_TROUBLESHOOTING"":1,""SK_WRITTEN_COMMUNICATION"":2},""last_review_date"":""2026-01-12""}"
employee,E0161,"{""employee_id"":""E0161"",""full_name"":""Anna Morozova"",""department"":""Sales"",""role"":""Sales Manager"",""grade"":""Senior"",""manager_id"":""E0148"",""hire_date"":""2024-05-15"",""tenure_months"":28,""work_format"":""remote"",""preferred_language"":""ru"",""career_goal"":{""target_role"":""Sales Manager"",""target_grade"":""Lead""},""skills"":{""SK_ACCOUNT_MGMT"":5,""SK_ADAPTABILITY"":3,""SK_BI_TOOLS"":1,""SK_COMMUNICATION"":2,""SK_CONFLICT_RESOLUTION"":3,""SK_CRITICAL_THINKING"":2,""SK_CRM"":2,""SK_EMOTIONAL_INTELLIGENCE"":4,""SK_FEEDBACK"":3,""SK_LEADERSHIP"":1,""SK_MENTORING"":1,""SK_NEGOTIATION"":2,""SK_PROBLEM_SOLVING"":2,""SK_PRODUCT_KNOWLEDGE"":5,""SK_PROSPECTING"":4,""SK_PUBLIC_SPEAKING"":1,""SK_STAKEHOLDER_MGMT"":3,""SK_TEAMWORK"":3,""SK_TIME_MANAGEMENT"":4,""SK_UX_RESEARCH"":1,""SK_WRITTEN_COMMUNICATION"":3},""last_review_date"":""2026-08-31""}"
employee,E0162,"{""employee_id"":""E0162"",""full_name"":""Daniyar Kassymov"",""department"":""Data \u0026 Analytics"",""role"":""Data Analyst"",""grade"":""Middle"",""manager_id"":""E0061"",""hire_date"":""2024-01-15"",""tenure_months"":32,""work_format"":""hybrid"",""preferred_language"":""kk"",""career_goal"":{""target_role"":""Data Analyst"",""target_grade"":""Senior""},""skills"":{""SK_AB_TESTING"":1,""SK_ADAPTABILITY"":3,""SK_BI_TOOLS"":2,""SK_COMMUNICATION"":2,""SK_CONFLICT_RESOLUTION"":3,""SK_CRITICAL_THINKING"":1,""SK_DATA_MODELING"":2,""SK_DATA_VIZ"":3,""SK_EMOTIONAL_INTELLIGENCE"":2,""SK_FEEDBACK"":2,""SK_LEADERSHIP"":2,""SK_MENTORING"":2,""SK_ML_BASICS"":2,""SK_PROBLEM_SOLVING"":2,""SK_PRODUCT_ANALYTICS"":1,""SK_PUBLIC_SPEAKING"":1,""SK_PYTHON"":1,""SK_SQL"":2,""SK_STAKEHOLDER_MGMT"":2,""SK_STATISTICS"":4,""SK_TEAMWORK"":3,""SK_TIME_MANAGEMENT"":1,""SK_WRITTEN_COMMUNICATION"":3},""last_review_date"":""2026-01-19""}"
employee,E0163,"{""employee_id"":""E0163"",""full_name"":""Botagoz Bekova"",""department"":""Sales"",""role"":""Sales Manager"",""grade"":""Middle"",""manager_id"":""E0169"",""hire_date"":""2022-05-25"",""tenure_months"":52,""work_format"":""office"",""preferred_language"":""ru"",""career_goal"":null,""skills"":{""SK_ACCOUNT_MGMT"":3,""SK_ADAPTABILITY"":3,""SK_COMMUNICATION"":3,""SK_CONFLICT_RESOLUTION"":3,""SK_CRITICAL_THINKING"":2,""SK_CRM"":2,""SK_EMOTIONAL_INTELLIGENCE"":2,""SK_FEEDBACK"":3,""SK_LEADERSHIP"":1,""SK_MENTORING"":1,""SK_NEGOTIATION"":1,""SK_PROBLEM_SOLVING"":2,""SK_PRODUCT_KNOWLEDGE"":2,""SK_PROSPECTING"":4,""SK_PUBLIC_SPEAKING"":1,""SK_STAKEHOLDER_MGMT"":2,""SK_TEAMWORK"":1,""SK_TIME_MANAGEMENT"":1,""SK_UX_RESEARCH"":1,""SK_WRITTEN_COMMUNICATION"":2},""last_review_date"":""2026-06-23""}"
employee,E0164,"{""employee_id"":""E0164"",""full_name"":""Askar Akhmetov"",""department"":""Backend Development"",""role"":""Backend Engineer"",""grade"":""Middle"",""manager_id"":""E0175"",""hire_date"":""2022-08-26"",""tenure_months"":49,""work_format"":""hybrid"",""preferred_language"":""ru"",""career_goal"":{""target_role"":""Data Analyst"",""target_grade"":""Middle""},""skills"":{""SK_ADAPTABILITY"":2,""SK_API_DESIGN"":4,""SK_APP_SECURITY"":3,""SK_CICD"":0,""SK_CLOUD"":1,""SK_COMMUNICATION"":3,""SK_CONFLICT_RESOLUTION"":3,""SK_CONTAINERS"":3,""SK_CRITICAL_THINKING"":1,""SK_EMOTIONAL_INTELLIGENCE"":3,""SK_FEEDBACK"":1,""SK_LEADERSHIP"":2,""SK_LEARNING_DESIGN"":1,""SK_MENTORING"":2,""SK_OBSERVABILITY"":2,""SK_PROBLEM_SOLVING"":2,""SK_PUBLIC_SPEAKING"":1,""SK_PYTHON"":2,""SK_SQL"":3,""SK_STAKEHOLDER_MGMT"":1,""SK_SYSTEM_DESIGN"":2,""SK_TEAMWORK"":2,""SK_TEST_DESIGN"":2,""SK_TIME_MANAGEMENT"":1,""SK_WRITTEN_COMMUNICATION"":3},""last_review_date"":""2026-05-07""}"
employee,E0165,"{""employee_id"":""E0165"",""full_name"":""Olga Popova"",""department"":""Product Management"",""role"":""Product Manager"",""grade"":""Junior"",""manager_id"":""E0060"",""hire_date"":""2024-08-30"",""tenure_months"":25,""work_format"":""office"",""preferred_language"":""ru"",""career_goal"":{""target_role"":""Product Manager"",""target_grade"":""Middle""},""skills"":{""SK_AB_TESTING"":1,""SK_ADAPTABILITY"":3,""SK_AGILE"":1,""SK_CLOUD"":2,""SK_COMMUNICATION"":2,""SK_CONFLICT_RESOLUTION"":3,""SK_CRITICAL_THINKING"":2,""SK_EMOTIONAL_INTELLIGENCE"":2,""SK_FEEDBACK"":1,""SK_LEADERSHIP"":1,""SK_LOAD_TESTING"":1,""SK_MENTORING"":1,""SK_PROBLEM_SOLVING"":1,""SK_PRODUCT_ANALYTICS"":0,""SK_PRODUCT_DISCOVERY"":1,""SK_PROJECT_MGMT"":1,""SK_PUBLIC_SPEAKING"":0,""SK_REQUIREMENTS"":1,""SK_ROADMAPPING"":1,""SK_SQL"":1,""SK_STAKEHOLDER_MGMT"":0,""SK_TEAMWORK"":3,""SK_TIME_MANAGEMENT"":2,""SK_UX_RESEARCH"":2,""SK_WRITTEN_COMMUNICATION"":1},""last_review_date"":""2026-04-21""}"
employee,E0166,"{""employee_id"":""E0166"",""full_name"":""Aliya Bekova"",""department"":""Sales"",""role"":""Sales Manager"",""grade"":""Senior"",""manager_id"":""E0169"",""hire_date"":""2025-02-21"",""tenure_months"":19,""work_format"":""office"",""preferred_language"":""kk"",""career_goal"":{""target_role"":""Sales Manager"",""target_grade"":""Lead""},""skills"":{""SK_ACCOUNT_MGMT"":3,""SK_ADAPTABILITY"":2,""SK_COMMUNICATION"":4,""SK_CONFLICT_RESOLUTION"":3,""SK_CRITICAL_THINKING"":3,""SK_CRM"":3,""SK_EMOTIONAL_INTELLIGENCE"":2,""SK_FEEDBACK"":2,""SK_LEADERSHIP"":3,""SK_MENTORING"":0,""SK_NEGOTIATION"":3,""SK_PROBLEM_SOLVING"":3,""SK_PRODUCT_KNOWLEDGE"":2,""SK_PROSPECTING"":3,""SK_PUBLIC_SPEAKING"":2,""SK_STAKEHOLDER_MGMT"":4,""SK_TEAMWORK"":3,""SK_TIME_MANAGEMENT"":4,""SK_WRITTEN_COMMUNICATION"":1},""last_review_date"":""2026-08-18""}"
employee,E0167,"{""employee_id"":""E0167"",""full_name"":""Bekzat Baimukhanov"",""department"":""Human Resources"",""role"":""HR Business Partner"",""grade"":""Junior"",""manager_id"":""E0133"",""hire_date"":""2025-11-18"",""tenure_months"":10,""work_format"":""hybrid"",""preferred_language"":""kk"",""career_goal"":{""target_role"":""HR Business Partner"",""target_grade"":""Middle""},""skills"":{""SK_ADAPTABILITY"":2,""SK_COMMUNICATION"":1,""SK_COMPENSATION"":1,""SK_CONFLICT_RESOLUTION"":1,""SK_CRITICAL_THINKING"":2,""SK_EMOTIONAL_INTELLIGENCE"":1,""SK_EMPLOYEE_RELATIONS"":1,""SK_FEEDBACK"":0,""SK_HR_ANALYTICS"":0,""SK_LABOR_LAW"":0,""SK_LEADERSHIP"":1,""SK_LEARNING_DESIGN"":1,""SK_MENTORING"":1,""SK_PROBLEM_SOLVING"":3,""SK_PUBLIC_SPEAKING"":0,""SK_STAKEHOLDER_MGMT"":2,""SK_TALENT_ACQUISITION"":1,""SK_TEAMWORK"":2,""SK_TEST_DESIGN"":2,""SK_TIME_MANAGEMENT"":3,""SK_WRITTEN_COMMUNICATION"":2},""last_review_date"":""2026-04-17""}"
employee,E0168,"{""employee_id"":""E0168"",""full_name"":""Moldir Omarova"",""department"":""Customer Support"",""role"":""Customer Support Specialist"",""grade"":""Middle"",""manager_id"":""E0035"",""hire_date"":""2023-07-19"",""tenure_months"":38,""work_format"":""remote"",""preferred_language"":""kk"",""career_goal"":{""target_role"":""Customer Support Specialist"",""target_grade"":""Senior""},""skills"":{""SK_ADAPTABILITY"":2,""SK_COMMUNICATION"":4,""SK_CONFLICT_RESOLUTION"":3,""SK_CRITICAL_THINKING"":1,""SK_CRM"":2,""SK_CUSTOMER_SERVICE"":2,""SK_EMOTIONAL_INTELLIGENCE"":2,""SK_FEEDBACK"":0,""SK_LEADERSHIP"":0,""SK_MENTORING"":1,""SK_PROBLEM_SOLVING"":2,""SK_PRODUCT_KNOWLEDGE"":2,""SK_PUBLIC_SPEAKING"":1,""SK_STAKEHOLDER_MGMT"":3,""SK_TEAMWORK"":3,""SK_TIME_MANAGEMENT"":4,""SK_TROUBLESHOOTING"":2,""SK_WRITTEN_COMMUNICATION"":2},""last_review_date"":""2026-07-28""}"
employee,E0169,"{""employee_id"":""E0169"",""full_name"":""Aruzhan Kaliyeva"",""department"":""Sales"",""role"":""Sales Manager"",""grade"":""Lead"",""manager_id"":null,""hire_date"":""2020-04-29"",""tenure_months"":77,""work_format"":""office"",""preferred_language"":""kk"",""career_goal"":{""target_role"":""Product Manager"",""target_grade"":""Lead""},""skills"":{""SK_ACCOUNT_MGMT"":5,""SK_ADAPTABILITY"":3,""SK_COMMUNICATION"":5,""SK_CONFLICT_RESOLUTION"":1,""SK_CRITICAL_THINKING"":2,""SK_CRM"":4,""SK_EMOTIONAL_INTELLIGENCE"":3,""SK_FEEDBACK"":2,""SK_LEADERSHIP"":4,""SK_MENTORING"":3,""SK_NEGOTIATION"":5,""SK_PROBLEM_SOLVING"":3,""SK_PRODUCT_KNOWLEDGE"":4,""SK_PROSPECTING"":5,""SK_PUBLIC_SPEAKING"":3,""SK_SQL"":1,""SK_STAKEHOLDER_MGMT"":4,""SK_TEAMWORK"":3,""SK_TIME_MANAGEMENT"":4,""SK_WRITTEN_COMMUNICATION"":1},""last_review_date"":""2026-01-19""}"
employee,E0170,"{""employee_id"":""E0170"",""full_name"":""Bekzat Dzhakupov"",""department"":""Frontend Development"",""role"":""Frontend Engineer"",""grade"":""Middle"",""manager_id"":""E0006"",""hire_date"":""2025-04-24"",""tenure_months"":17,""work_format"":""hybrid"",""preferred_language"":""ru"",""career_goal"":null,""skills"":{""SK_ACCESSIBILITY"":2,""SK_ADAPTABILITY"":1,""SK_API_DESIGN"":0,""SK_CICD"":0,""SK_COMMUNICATION"":1,""SK_CONFLICT_RESOLUTION"":3,""SK_CRITICAL_THINKING"":3,""SK_EMOTIONAL_INTELLIGENCE"":2,""SK_FEEDBACK"":3,""SK_HTML_CSS"":3,""SK_JAVASCRIPT"":4,""SK_LEADERSHIP"":1,""SK_MENTORING"":2,""SK_PROBLEM_SOLVING"":2,""SK_PUBLIC_SPEAKING"":1,""SK_REACT"":3,""SK_STAKEHOLDER_MGMT"":1,""SK_TEAMWORK"":4,""SK_TIME_MANAGEMENT"":3,""SK_TYPESCRIPT"":4,""SK_WEB_PERFORMANCE"":2,""SK_WRITTEN_COMMUNICATION"":3},""last_review_date"":""2026-05-28""}"
employee,E0171,"{""employee_id"":""E0171"",""full_name"":""Akmaral Baimukhanova"",""department"":""Quality Assurance"",""role"":""QA Engineer"",""grade"":""Middle"",""manager_id"":""E0179"",""hire_date"":""2024-11-18"",""tenure_months"":22,""work_format"":""hybrid"",""preferred_language"":""ru"",""career_goal"":{""target_role"":""QA Engineer"",""target_grade"":""Senior""},""skills"":{""SK_ADAPTABILITY"":2,""SK_API_TESTING"":3,""SK_APP_SECURITY"":2,""SK_CICD"":0,""SK_COMMUNICATION"":3,""SK_CONFLICT_RESOLUTION"":1,""SK_CRITICAL_THINKING"":1,""SK_EMOTIONAL_INTELLIGENCE"":3,""SK_FEEDBACK"":2,""SK_JAVA"":1,""SK_LEADERSHIP"":2,""SK_LOAD_TESTING"":2,""SK_MENTORING"":0,""SK_PROBLEM_SOLVING"":3,""SK_PUBLIC_SPEAKING"":2,""SK_SQL"":1,""SK_STAKEHOLDER_MGMT"":3,""SK_TEAMWORK"":2,""SK_TEST_AUTOMATION"":3,""SK_TEST_DESIGN"":2,""SK_TIME_MANAGEMENT"":3,""SK_WRITTEN_COMMUNICATION"":1},""last_review_date"":""2026-03-25""}"
employee,E0172,"{""employee_id"":""E0172"",""full_name"":""Madi Temirkhanov"",""department"":""Human Resources"",""role"":""HR Business Partner"",""grade"":""Senior"",""manager_id"":""E0014"",""hire_date"":""2018-08-27"",""tenure_months"":97,""work_format"":""remote"",""preferred_language"":""ru"",""career_goal"":null,""skills"":{""SK_ADAPTABILITY"":2,""SK_COMMUNICATION"":3,""SK_COMPENSATION"":2,""SK_CONFLICT_RESOLUTION"":3,""SK_CRITICAL_THINKING"":3,""SK_EMOTIONAL_INTELLIGENCE"":2,""SK_EMPLOYEE_RELATIONS"":5,""SK_FEEDBACK"":1,""SK_HR_ANALYTICS"":2,""SK_LABOR_LAW"":3,""SK_LEADERSHIP"":1,""SK_LEARNING_DESIGN"":2,""SK_MENTORING"":1,""SK_PROBLEM_SOLVING"":2,""SK_PUBLIC_SPEAKING"":1,""SK_STAKEHOLDER_MGMT"":2,""SK_TALENT_ACQUISITION"":3,""SK_TEAMWORK"":3,""SK_TIME_MANAGEMENT"":3,""SK_WRITTEN_COMMUNICATION"":2},""last_review_date"":""2026-09-28""}"
employee,E0173,"{""employee_id"":""E0173"",""full_name"":""Timur Sadykov"",""department"":""Human Resources"",""role"":""HR Business Partner"",""grade"":""Senior"",""manager_id"":""E0133"",""hire_date"":""2019-04-25"",""tenure_months"":89,""work_format"":""remote"",""preferred_language"":""kk"",""career_goal"":null,""skills"":{""SK_ADAPTABILITY"":3,""SK_COMMUNICATION"":5,""SK_COMPENSATION"":3,""SK_CONFLICT_RESOLUTION"":4,""SK_CRITICAL_THINKING"":3,""SK_EMOTIONAL_INTELLIGENCE"":3,""SK_EMPLOYEE_RELATIONS"":5,""SK_FEEDBACK"":1,""SK_HR_ANALYTICS"":2,""SK_LABOR_LAW"":4,""SK_LEADERSHIP"":3,""SK_LEARNING_DESIGN"":4,""SK_MENTORING"":2,""SK_NEGOTIATION"":1,""SK_PROBLEM_SOLVING"":3,""SK_PUBLIC_SPEAKING"":2,""SK_SQL"":2,""SK_STAKEHOLDER_MGMT"":3,""SK_TALENT_ACQUISITION"":2,""SK_TEAMWORK"":3,""SK_TIME_MANAGEMENT"":1,""SK_WRITTEN_COMMUNICATION"":3},""last_review_date"":""2026-03-23""}"
employee,E0174,"{""employee_id"":""E0174"",""full_name"":""Alibek Mukanov"",""department"":""Sales"",""role"":""Sales Manager"",""grade"":""Junior"",""manager_id"":""E0169"",""hire_date"":""2026-07-31"",""tenure_months"":2,""work_format"":""hybrid"",""preferred_language"":""ru"",""career_goal"":{""target_role"":""Sales Manager"",""target_grade"":""Middle""},""skills"":{""SK_ACCOUNT_MGMT"":2,""SK_ADAPTABILITY"":2,""SK_CICD"":2,""SK_CLOUD"":1,""SK_COMMUNICATION"":3,""SK_CONFLICT_RESOLUTION"":1,""SK_CRITICAL_THINKING"":3,""SK_CRM"":2,""SK_EMOTIONAL_INTELLIGENCE"":1,""SK_FEEDBACK"":3,""SK_LEADERSHIP"":1,""SK_MENTORING"":0,""SK_NEGOTIATION"":2,""SK_PROBLEM_SOLVING"":2,""SK_PRODUCT_KNOWLEDGE"":3,""SK_PROSPECTING"":2,""SK_PUBLIC_SPEAKING"":0,""SK_STAKEHOLDER_MGMT"":2,""SK_TEAMWORK"":1,""SK_TIME_MANAGEMENT"":1,""SK_WRITTEN_COMMUNICATION"":3},""last_review_date"":""2026-09-17""}"
employee,E0175,"{""employee_id"":""E0175"",""full_name"":""Aidos Nurlanov"",""department"":""Backend Development"",""role"":""Backend Engineer"",""grade"":""Lead"",""manager_id"":null,""hire_date"":""2016-10-03"",""tenure_months"":119,""work_format"":""hybrid"",""preferred_language"":""kk"",""career_goal"":null,""skills"":{""SK_ADAPTABILITY"":2,""SK_API_DESIGN"":4,""SK_APP_SECURITY"":3,""SK_CICD"":4,""SK_CLOUD"":3,""SK_COMMUNICATION"":4,""SK_CONFLICT_RESOLUTION"":3,""SK_CONTAINERS"":4,""SK_CRITICAL_THINKING"":2,""SK_EMOTIONAL_INTELLIGENCE"":2,""SK_FEEDBACK"":2,""SK_LEADERSHIP"":5,""SK_MENTORING"":5,""SK_OBSERVABILITY"":3,""SK_PROBLEM_SOLVING"":4,""SK_PUBLIC_SPEAKING"":3,""SK_PYTHON"":5,""SK_SQL"":3,""SK_STAKEHOLDER_MGMT"":4,""SK_SYSTEM_DESIGN"":5,""SK_TEAMWORK"":5,""SK_TIME_MANAGEMENT"":3,""SK_WRITTEN_COMMUNICATION"":3},""last_review_date"":""2026-07-03""}"
employee,E0176,"{""employee_id"":""E0176"",""full_name"":""Aizhan Nurlanova"",""department"":""Product Management"",""role"":""Product Manager"",""grade"":""Junior"",""manager_id"":""E0055"",""hire_date"":""2024-04-29"",""tenure_months"":29,""work_format"":""hybrid"",""preferred_language"":""ru"",""career_goal"":{""target_role"":""Product Manager"",""target_grade"":""Middle""},""skills"":{""SK_AB_TESTING"":1,""SK_ADAPTABILITY"":2,""SK_AGILE"":2,""SK_COMMUNICATION"":2,""SK_CONFLICT_RESOLUTION"":1,""SK_CRITICAL_THINKING"":0,""SK_DATA_MODELING"":2,""SK_EMOTIONAL_INTELLIGENCE"":3,""SK_FEEDBACK"":2,""SK_LEADERSHIP"":1,""SK_MENTORING"":1,""SK_PROBLEM_SOLVING"":1,""SK_PRODUCT_ANALYTICS"":1,""SK_PRODUCT_DISCOVERY"":2,""SK_PROJECT_MGMT"":2,""SK_PUBLIC_SPEAKING"":1,""SK_REQUIREMENTS"":1,""SK_ROADMAPPING"":0,""SK_SQL"":0,""SK_STAKEHOLDER_MGMT"":0,""SK_TEAMWORK"":3,""SK_TIME_MANAGEMENT"":3,""SK_UX_RESEARCH"":0,""SK_WRITTEN_COMMUNICATION"":2},""last_review_date"":""2026-06-02""}"
